"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Lateral Raise (Cable)",2,"",0,"normal",11,9,,,
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Lateral Raise (Cable)",2,"",1,"normal",11,10,,,
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Lateral Raise (Cable)",2,"",2,"normal",11,9,,,
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Lateral Raise (Cable)",2,"",3,"normal",11,11,,,
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Lateral Raise (Cable)",2,"",4,"normal",10,9,,,
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Lateral Raise (Cable)",2,"",5,"normal",10,8,,,
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Face Pull",2,"",0,"normal",38,10,,,
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Face Pull",2,"",1,"normal",50,10,,,
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Face Pull",2,"",2,"normal",50,10,,,
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Bench Press (Dumbbell)",1,"",0,"normal",70,10,,,
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Bench Press (Dumbbell)",1,"",1,"normal",100,10,,,
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Bench Press (Dumbbell)",1,"",2,"normal",100,10,,,
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Bench Press (Dumbbell)",1,"",3,"normal",100,10,,,
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Dumbbell Row",1,"",0,"normal",50,10,,,
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Dumbbell Row",1,"",1,"normal",50,10,,,
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Dumbbell Row",1,"",2,"normal",50,10,,,
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Dumbbell Row",1,"",3,"normal",50,10,,,
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Dumbbell Row",1,"",4,"normal",50,10,,,
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Dumbbell Row",1,"",5,"normal",50,10,,,
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Pull Up (Assisted)",0,"",0,"normal",60,3,,,
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Pull Up (Assisted)",0,"",1,"normal",80,5,,,
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Pull Up (Assisted)",0,"",2,"normal",100,5,,,
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Pull Up (Assisted)",0,"",3,"normal",120,5,,,
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Pull Up (Assisted)",0,"",4,"normal",140,5,,,
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Chest Dip (Assisted)",0,"",0,"normal",60,3,,,
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Chest Dip (Assisted)",0,"",1,"normal",80,4,,,
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Chest Dip (Assisted)",0,"",2,"normal",100,5,,,
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Chest Dip (Assisted)",0,"",3,"normal",120,5,,,
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Chest Dip (Assisted)",0,"",4,"normal",140,5,,,
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Butterfly (Pec Deck)",,"",0,"normal",90,10,,,
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Butterfly (Pec Deck)",,"",1,"normal",100,10,,,
"Compound Upper","9 Jul 2025, 06:42","9 Jul 2025, 07:46","","Butterfly (Pec Deck)",,"",2,"normal",100,10,,,
"Morning workout ☀️","2 Jul 2025, 06:39","2 Jul 2025, 07:46","","Sled Push",1,"",0,"normal",,,305,0,
"Morning workout ☀️","2 Jul 2025, 06:39","2 Jul 2025, 07:46","","Sled Push",1,"",1,"normal",,,305,0,
"Morning workout ☀️","2 Jul 2025, 06:39","2 Jul 2025, 07:46","","Sled Push",1,"",2,"normal",,,305,0,
"Morning workout ☀️","2 Jul 2025, 06:39","2 Jul 2025, 07:46","","Sled Push",1,"",3,"normal",,,280,0,
"Morning workout ☀️","2 Jul 2025, 06:39","2 Jul 2025, 07:46","","sled back peddle pull",1,"",0,"normal",305,,,,
"Morning workout ☀️","2 Jul 2025, 06:39","2 Jul 2025, 07:46","","sled back peddle pull",1,"",1,"normal",305,,,,
"Morning workout ☀️","2 Jul 2025, 06:39","2 Jul 2025, 07:46","","sled back peddle pull",1,"",2,"normal",305,,,,
"Morning workout ☀️","2 Jul 2025, 06:39","2 Jul 2025, 07:46","","sled back peddle pull",1,"",3,"normal",280,,,,
"Morning workout ☀️","2 Jul 2025, 06:39","2 Jul 2025, 07:46","","Nordic Hamstrings Curls",0,"",0,"normal",,10,,,
"Morning workout ☀️","2 Jul 2025, 06:39","2 Jul 2025, 07:46","","Nordic Hamstrings Curls",0,"",1,"normal",,10,,,
"Morning workout ☀️","2 Jul 2025, 06:39","2 Jul 2025, 07:46","","Nordic Hamstrings Curls",0,"",2,"normal",,10,,,
"Morning workout ☀️","2 Jul 2025, 06:39","2 Jul 2025, 07:46","","Dumbbell Step Up",,"",0,"normal",35,10,,,
"Morning workout ☀️","2 Jul 2025, 06:39","2 Jul 2025, 07:46","","Dumbbell Step Up",,"",1,"normal",35,10,,,
"Morning workout ☀️","2 Jul 2025, 06:39","2 Jul 2025, 07:46","","Dumbbell Step Up",,"",2,"normal",35,10,,,
"Morning workout ☀️","2 Jul 2025, 06:39","2 Jul 2025, 07:46","","Dumbbell Step Up",,"",3,"normal",35,10,,,
"Morning workout ☀️","2 Jul 2025, 06:39","2 Jul 2025, 07:46","","Dumbbell Step Up",,"",4,"normal",35,10,,,
"Morning workout ☀️","2 Jul 2025, 06:39","2 Jul 2025, 07:46","","Dumbbell Step Up",,"",5,"normal",35,10,,,
"Morning workout ☀️","2 Jul 2025, 06:39","2 Jul 2025, 07:46","","Lateral Lunges (weighted)",0,"cable fast shuffle",0,"normal",45,10,,,
"Morning workout ☀️","2 Jul 2025, 06:39","2 Jul 2025, 07:46","","Lateral Lunges (weighted)",0,"cable fast shuffle",1,"normal",45,10,,,
"Morning workout ☀️","2 Jul 2025, 06:39","2 Jul 2025, 07:46","","Lateral Lunges (weighted)",0,"cable fast shuffle",2,"normal",45,10,,,
"Morning workout ☀️","2 Jul 2025, 06:39","2 Jul 2025, 07:46","","Lateral Lunges (weighted)",0,"cable fast shuffle",3,"normal",45,10,,,
"Morning workout ☀️","2 Jul 2025, 06:39","2 Jul 2025, 07:46","","Lateral Lunges (weighted)",0,"cable fast shuffle",4,"normal",45,10,,,
"Morning workout ☀️","2 Jul 2025, 06:39","2 Jul 2025, 07:46","","Lateral Lunges (weighted)",0,"cable fast shuffle",5,"normal",45,10,,,
"Morning workout ☀️","2 Jul 2025, 06:39","2 Jul 2025, 07:46","","single leg box jump",,"",0,"normal",,10,,,
"Morning workout ☀️","2 Jul 2025, 06:39","2 Jul 2025, 07:46","","single leg box jump",,"",1,"normal",,10,,,
"Morning workout ☀️","2 Jul 2025, 06:39","2 Jul 2025, 07:46","","single leg box jump",,"",2,"normal",,10,,,
"Morning workout ☀️","2 Jul 2025, 06:39","2 Jul 2025, 07:46","","single leg box jump",,"",3,"normal",,10,,,
"Morning workout ☀️","2 Jul 2025, 06:39","2 Jul 2025, 07:46","","single leg box jump",,"",4,"normal",,10,,,
"Morning workout ☀️","2 Jul 2025, 06:39","2 Jul 2025, 07:46","","single leg box jump",,"",5,"normal",,10,,,
"Morning workout ☀️","2 Jul 2025, 06:39","2 Jul 2025, 07:46","","single leg box jump",,"",6,"normal",,10,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Pull Up (Assisted)",0,"",0,"normal",60,5,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Pull Up (Assisted)",0,"",1,"normal",80,5,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Pull Up (Assisted)",0,"",2,"normal",100,5,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Pull Up (Assisted)",0,"",3,"normal",120,5,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Pull Up (Assisted)",0,"",4,"normal",140,5,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Chest Dip (Assisted)",0,"",0,"normal",60,5,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Chest Dip (Assisted)",0,"",1,"normal",80,5,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Chest Dip (Assisted)",0,"",2,"normal",100,5,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Chest Dip (Assisted)",0,"",3,"normal",120,5,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Chest Dip (Assisted)",0,"",4,"normal",140,5,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Lateral Raise (Cable)",2,"",0,"normal",11,10,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Lateral Raise (Cable)",2,"",1,"normal",11,10,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Lateral Raise (Cable)",2,"",2,"normal",11,6,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Lateral Raise (Cable)",2,"",3,"normal",11,7,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Lateral Raise (Cable)",2,"",4,"normal",10,6,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Lateral Raise (Cable)",2,"",5,"normal",10,8,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Face Pull",2,"",0,"normal",38,10,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Face Pull",2,"",1,"normal",38,10,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Face Pull",2,"",2,"normal",33,10,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Cable Core Palloff Press",,"",0,"normal",38.5,10,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Cable Core Palloff Press",,"",1,"normal",38.5,10,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Cable Core Palloff Press",,"",2,"normal",38.5,10,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Cable Core Palloff Press",,"",3,"normal",38.5,10,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Cable Core Palloff Press",,"",4,"normal",20,10,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Cable Core Palloff Press",,"",5,"normal",20,10,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Bench Press (Dumbbell)",1,"",0,"normal",60,10,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Bench Press (Dumbbell)",1,"",1,"normal",100,10,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Bench Press (Dumbbell)",1,"",2,"normal",100,10,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Dumbbell Row",1,"",0,"normal",30,10,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Dumbbell Row",1,"",1,"normal",30,10,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Dumbbell Row",1,"",2,"normal",50,10,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Dumbbell Row",1,"",3,"normal",50,10,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Dumbbell Row",1,"",4,"normal",50,10,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Dumbbell Row",1,"",5,"normal",50,10,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Butterfly (Pec Deck)",,"",0,"normal",90,10,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Butterfly (Pec Deck)",,"",1,"normal",90,10,,,
"Compound Upper","30 Jun 2025, 06:29","30 Jun 2025, 07:42","","Butterfly (Pec Deck)",,"",2,"normal",90,10,,,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","Sled Push",1,"",0,"normal",,,285,0,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","Sled Push",1,"",1,"normal",,,285,0,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","Sled Push",1,"",2,"normal",,,285,0,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","Sled Push",1,"",3,"normal",,,285,0,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","Sled Push",1,"",4,"normal",,,285,0,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","sled back peddle pull",1,"",0,"normal",285,,,,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","sled back peddle pull",1,"",1,"normal",285,,,,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","sled back peddle pull",1,"",2,"normal",285,,,,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","sled back peddle pull",1,"",3,"normal",285,,,,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","sled back peddle pull",1,"",4,"normal",285,,,,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","Nordic Hamstrings Curls",0,"",0,"normal",,10,,,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","Nordic Hamstrings Curls",0,"",1,"normal",,10,,,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","Nordic Hamstrings Curls",0,"",2,"normal",,10,,,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","Nordic Hamstrings Curls",0,"",3,"normal",,4,,,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","Lateral Lunges (weighted)",0,"",0,"normal",45,10,,,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","Lateral Lunges (weighted)",0,"",1,"normal",45,10,,,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","Lateral Lunges (weighted)",0,"",2,"normal",45,10,,,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","Lateral Lunges (weighted)",0,"",3,"normal",45,10,,,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","Lateral Lunges (weighted)",0,"",4,"normal",45,10,,,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","Lateral Lunges (weighted)",0,"",5,"normal",45,10,,,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","Hip flexor Lift",2,"",0,"normal",15,10,,,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","Hip flexor Lift",2,"",1,"normal",15,10,,,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","Hip flexor Lift",2,"",2,"normal",15,10,,,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","Hip flexor Lift",2,"",3,"normal",15,10,,,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","Hip flexor Lift",2,"",4,"normal",15,10,,,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","Hip flexor Lift",2,"",5,"normal",15,10,,,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","Cable Twist Flat",2,"",0,"normal",15,10,,,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","Cable Twist Flat",2,"",1,"normal",15,10,,,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","Cable Twist Flat",2,"",2,"normal",15,10,,,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","Cable Twist Flat",2,"",3,"normal",15,10,,,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","Cable Twist Flat",2,"",4,"normal",15,10,,,
"Morning workout ☀️","25 Jun 2025, 07:27","25 Jun 2025, 08:30","","Cable Twist Flat",2,"",5,"normal",15,10,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Pull Up (Assisted)",0,"",0,"normal",60,5,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Pull Up (Assisted)",0,"",1,"normal",80,5,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Pull Up (Assisted)",0,"",2,"normal",100,5,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Pull Up (Assisted)",0,"",3,"normal",120,5,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Pull Up (Assisted)",0,"",4,"normal",140,5,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Chest Dip (Assisted)",0,"",0,"normal",60,5,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Chest Dip (Assisted)",0,"",1,"normal",80,5,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Chest Dip (Assisted)",0,"",2,"normal",100,5,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Chest Dip (Assisted)",0,"",3,"normal",120,5,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Chest Dip (Assisted)",0,"",4,"normal",140,5,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Lateral Raise (Cable)",2,"left first",0,"normal",11,12,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Lateral Raise (Cable)",2,"left first",1,"normal",11,11,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Lateral Raise (Cable)",2,"left first",2,"normal",11,9,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Lateral Raise (Cable)",2,"left first",3,"normal",11,10,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Lateral Raise (Cable)",2,"left first",4,"normal",10,10,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Lateral Raise (Cable)",2,"left first",5,"normal",10,7,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Face Pull",2,"",0,"normal",33,10,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Face Pull",2,"",1,"normal",33,10,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Face Pull",2,"",2,"normal",33,10,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Cable Core Palloff Press",,"",0,"normal",20,10,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Cable Core Palloff Press",,"",1,"normal",20,10,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Cable Core Palloff Press",,"",2,"normal",20,10,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Cable Core Palloff Press",,"",3,"normal",20,10,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Cable Core Palloff Press",,"",4,"normal",20,10,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Cable Core Palloff Press",,"",5,"normal",20,10,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Cable Core Palloff Press",,"",0,"normal",30,10,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Cable Core Palloff Press",,"",1,"normal",30,10,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Cable Core Palloff Press",,"",2,"normal",30,10,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Cable Core Palloff Press",,"",3,"normal",30,10,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Cable Core Palloff Press",,"",4,"normal",30,10,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Cable Core Palloff Press",,"",5,"normal",30,10,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Bench Press (Dumbbell)",1,"",0,"normal",90,10,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Bench Press (Dumbbell)",1,"",1,"normal",90,10,,,
"Compound Upper","24 Jun 2025, 07:01","25 Jun 2025, 07:27","","Bench Press (Dumbbell)",1,"",2,"normal",90,10,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Pull Up (Assisted)",0,"",0,"normal",60,5,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Pull Up (Assisted)",0,"",1,"normal",80,5,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Pull Up (Assisted)",0,"",2,"normal",100,5,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Pull Up (Assisted)",0,"",3,"normal",120,5,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Pull Up (Assisted)",0,"",4,"normal",140,5,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Chest Dip (Assisted)",0,"",0,"normal",60,5,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Chest Dip (Assisted)",0,"",1,"normal",80,5,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Chest Dip (Assisted)",0,"",2,"normal",100,5,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Chest Dip (Assisted)",0,"",3,"normal",120,5,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Chest Dip (Assisted)",0,"",4,"normal",140,5,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Lateral Raise (Cable)",2,"left first",0,"normal",11,12,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Lateral Raise (Cable)",2,"left first",1,"normal",11,11,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Lateral Raise (Cable)",2,"left first",2,"normal",11,9,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Lateral Raise (Cable)",2,"left first",3,"normal",11,10,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Lateral Raise (Cable)",2,"left first",4,"normal",10,10,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Lateral Raise (Cable)",2,"left first",5,"normal",10,7,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Face Pull",2,"",0,"normal",33,10,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Face Pull",2,"",1,"normal",33,10,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Face Pull",2,"",2,"normal",33,10,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Cable Core Palloff Press",,"",0,"normal",20,10,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Cable Core Palloff Press",,"",1,"normal",20,10,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Cable Core Palloff Press",,"",2,"normal",20,10,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Cable Core Palloff Press",,"",3,"normal",20,10,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Cable Core Palloff Press",,"",4,"normal",20,10,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Cable Core Palloff Press",,"",5,"normal",20,10,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Cable Core Palloff Press",,"",0,"normal",30,10,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Cable Core Palloff Press",,"",1,"normal",30,10,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Cable Core Palloff Press",,"",2,"normal",30,10,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Cable Core Palloff Press",,"",3,"normal",30,10,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Cable Core Palloff Press",,"",4,"normal",30,10,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Cable Core Palloff Press",,"",5,"normal",30,10,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Bench Press (Dumbbell)",1,"",0,"normal",90,10,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Bench Press (Dumbbell)",1,"",1,"normal",90,10,,,
"Compound Upper","23 Jun 2025, 07:35","23 Jun 2025, 08:22","","Bench Press (Dumbbell)",1,"",2,"normal",90,10,,,
"Compound Upper","17 Jun 2025, 07:32","17 Jun 2025, 08:16","","Pull Up (Assisted)",0,"",0,"normal",60,5,,,
"Compound Upper","17 Jun 2025, 07:32","17 Jun 2025, 08:16","","Pull Up (Assisted)",0,"",1,"normal",80,5,,,
"Compound Upper","17 Jun 2025, 07:32","17 Jun 2025, 08:16","","Pull Up (Assisted)",0,"",2,"normal",100,5,,,
"Compound Upper","17 Jun 2025, 07:32","17 Jun 2025, 08:16","","Pull Up (Assisted)",0,"",3,"normal",120,5,,,
"Compound Upper","17 Jun 2025, 07:32","17 Jun 2025, 08:16","","Pull Up (Assisted)",0,"",4,"normal",140,5,,,
"Compound Upper","17 Jun 2025, 07:32","17 Jun 2025, 08:16","","Chest Dip (Assisted)",0,"",0,"normal",60,5,,,
"Compound Upper","17 Jun 2025, 07:32","17 Jun 2025, 08:16","","Chest Dip (Assisted)",0,"",1,"normal",80,5,,,
"Compound Upper","17 Jun 2025, 07:32","17 Jun 2025, 08:16","","Chest Dip (Assisted)",0,"",2,"normal",100,5,,,
"Compound Upper","17 Jun 2025, 07:32","17 Jun 2025, 08:16","","Chest Dip (Assisted)",0,"",3,"normal",120,5,,,
"Compound Upper","17 Jun 2025, 07:32","17 Jun 2025, 08:16","","Chest Dip (Assisted)",0,"",4,"normal",140,5,,,
"Compound Upper","17 Jun 2025, 07:32","17 Jun 2025, 08:16","","Lateral Raise (Cable)",2,"",0,"normal",11,12,,,
