"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Morning workout ☀️","22 Apr 2025, 08:05","22 Apr 2025, 09:03","","Hip flexor Lift",,"standing",3,"normal",15,10,,,
"Morning workout ☀️","22 Apr 2025, 08:05","22 Apr 2025, 09:03","","Hip flexor Lift",,"standing",4,"normal",15,10,,,
"Morning workout ☀️","22 Apr 2025, 08:05","22 Apr 2025, 09:03","","Hip flexor Lift",,"standing",5,"normal",15,10,,,
"Morning workout ☀️","22 Apr 2025, 08:05","22 Apr 2025, 09:03","","Cable Twist Flat",,"static hold",0,"normal",20,10,,,
"Morning workout ☀️","22 Apr 2025, 08:05","22 Apr 2025, 09:03","","Cable Twist Flat",,"static hold",1,"normal",20,10,,,
"Morning workout ☀️","22 Apr 2025, 08:05","22 Apr 2025, 09:03","","Cable Twist Flat",,"static hold",2,"normal",20,10,,,
"Morning workout ☀️","22 Apr 2025, 08:05","22 Apr 2025, 09:03","","Cable Twist Flat",,"static hold",3,"normal",20,10,,,
"Morning workout ☀️","22 Apr 2025, 08:05","22 Apr 2025, 09:03","","Cable Twist Flat",,"static hold",4,"normal",20,10,,,
"Morning workout ☀️","22 Apr 2025, 08:05","22 Apr 2025, 09:03","","Cable Twist Flat",,"static hold",5,"normal",20,10,,,
"Compound Upper","10 Apr 2025, 08:18","10 Apr 2025, 08:51","","Bench Press (Dumbbell)",1,"",0,"normal",100,10,,,
"Compound Upper","10 Apr 2025, 08:18","10 Apr 2025, 08:51","","Bench Press (Dumbbell)",1,"",1,"normal",100,10,,,
"Compound Upper","10 Apr 2025, 08:18","10 Apr 2025, 08:51","","Bench Press (Dumbbell)",1,"",2,"normal",100,6,,,
"Compound Upper","10 Apr 2025, 08:18","10 Apr 2025, 08:51","","Dumbbell Row",1,"",0,"normal",50,10,,,
"Compound Upper","10 Apr 2025, 08:18","10 Apr 2025, 08:51","","Dumbbell Row",1,"",1,"normal",50,10,,,
"Compound Upper","10 Apr 2025, 08:18","10 Apr 2025, 08:51","","Dumbbell Row",1,"",2,"normal",50,10,,,
"Compound Upper","10 Apr 2025, 08:18","10 Apr 2025, 08:51","","Dumbbell Row",1,"",3,"normal",50,10,,,
"Compound Upper","10 Apr 2025, 08:18","10 Apr 2025, 08:51","","Dumbbell Row",1,"",4,"normal",50,10,,,
"Compound Upper","10 Apr 2025, 08:18","10 Apr 2025, 08:51","","Dumbbell Row",1,"",5,"normal",50,10,,,
"Compound Upper","10 Apr 2025, 08:18","10 Apr 2025, 08:51","","Shoulder Press (Dumbbell)",,"",0,"normal",40,10,,,
"Compound Upper","10 Apr 2025, 08:18","10 Apr 2025, 08:51","","Shoulder Press (Dumbbell)",,"",1,"normal",40,10,,,
"Compound Upper","10 Apr 2025, 08:18","10 Apr 2025, 08:51","","Shoulder Press (Dumbbell)",,"",2,"normal",40,10,,,
"Compound Upper","10 Apr 2025, 08:18","10 Apr 2025, 08:51","","Pull Up (Assisted)",0,"",0,"normal",60,5,,,
"Compound Upper","10 Apr 2025, 08:18","10 Apr 2025, 08:51","","Pull Up (Assisted)",0,"",1,"normal",80,5,,,
"Compound Upper","10 Apr 2025, 08:18","10 Apr 2025, 08:51","","Pull Up (Assisted)",0,"",2,"normal",100,5,,,
"Compound Upper","10 Apr 2025, 08:18","10 Apr 2025, 08:51","","Pull Up (Assisted)",0,"",3,"normal",120,5,,,
"Compound Upper","10 Apr 2025, 08:18","10 Apr 2025, 08:51","","Pull Up (Assisted)",0,"",4,"normal",140,5,,,
"Compound Upper","10 Apr 2025, 08:18","10 Apr 2025, 08:51","","Chest Dip (Assisted)",0,"",0,"normal",60,4,,,
"Compound Upper","10 Apr 2025, 08:18","10 Apr 2025, 08:51","","Cable Core Palloff Press",,"",0,"normal",20,10,,,
"Compound Upper","10 Apr 2025, 08:18","10 Apr 2025, 08:51","","Cable Core Palloff Press",,"",1,"normal",20,10,,,
"Compound Upper","10 Apr 2025, 08:18","10 Apr 2025, 08:51","","Cable Core Palloff Press",,"",2,"normal",20,10,,,
"Compound Upper","10 Apr 2025, 08:18","10 Apr 2025, 08:51","","Cable Core Palloff Press",,"",3,"normal",20,10,,,
"Compound Upper","10 Apr 2025, 08:18","10 Apr 2025, 08:51","","Cable Core Palloff Press",,"",4,"normal",20,20,,,
"Compound Upper","10 Apr 2025, 08:18","10 Apr 2025, 08:51","","Cable Core Palloff Press",,"",5,"normal",20,20,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","Sled Push",,"",0,"normal",,,295,0,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","Sled Push",,"",1,"normal",,,295,0,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","Sled Push",,"",2,"normal",,,295,0,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","Sled Push",,"",3,"normal",,,295,0,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","Sled Push",,"",4,"normal",,,295,0,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","sled back peddle pull",,"",0,"normal",295,,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","sled back peddle pull",,"",1,"normal",295,,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","sled back peddle pull",,"",2,"normal",295,,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","sled back peddle pull",,"",3,"normal",295,,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","sled back peddle pull",,"",4,"normal",295,,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","Nordic Hamstrings Curls",,"",0,"normal",,10,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","Nordic Hamstrings Curls",,"",1,"normal",,10,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","Nordic Hamstrings Curls",,"",2,"normal",,10,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","Dumbbell Step Up",,"",0,"normal",,10,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","Dumbbell Step Up",,"",1,"normal",,10,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","Dumbbell Step Up",,"",2,"normal",26,10,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","Dumbbell Step Up",,"",3,"normal",26,10,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","Dumbbell Step Up",,"",4,"normal",26,10,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","Dumbbell Step Up",,"",5,"normal",26,10,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","single leg box jump",,"",0,"normal",,10,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","single leg box jump",,"",1,"normal",,10,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","single leg box jump",,"",2,"normal",,10,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","single leg box jump",,"",3,"normal",,10,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","single leg box jump",,"",4,"normal",,10,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","single leg box jump",,"",5,"normal",,10,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","Hip flexor Lift",,"",0,"normal",32.5,10,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","Hip flexor Lift",,"",1,"normal",32.5,10,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","Hip flexor Lift",,"",2,"normal",32.5,10,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","Hip flexor Lift",,"",3,"normal",32.5,10,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","Hip flexor Lift",,"",4,"normal",32.5,10,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","Hip flexor Lift",,"",5,"normal",32.5,10,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","Lateral Lunges (weighted)",,"",0,"normal",30,10,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","Lateral Lunges (weighted)",,"",1,"normal",30,10,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","Lateral Lunges (weighted)",,"",2,"normal",30,10,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","Lateral Lunges (weighted)",,"",3,"normal",30,10,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","Lateral Lunges (weighted)",,"",4,"normal",30,10,,,
"Morning workout ☀️","8 Apr 2025, 08:06","8 Apr 2025, 09:07","","Lateral Lunges (weighted)",,"",5,"normal",30,10,,,
"Compound Upper","1 Apr 2025, 08:07","1 Apr 2025, 08:47","","Pull Up (Assisted)",0,"",0,"normal",60,5,,,
"Compound Upper","1 Apr 2025, 08:07","1 Apr 2025, 08:47","","Pull Up (Assisted)",0,"",1,"normal",80,5,,,
"Compound Upper","1 Apr 2025, 08:07","1 Apr 2025, 08:47","","Pull Up (Assisted)",0,"",2,"normal",100,5,,,
"Compound Upper","1 Apr 2025, 08:07","1 Apr 2025, 08:47","","Pull Up (Assisted)",0,"",3,"normal",120,5,,,
"Compound Upper","1 Apr 2025, 08:07","1 Apr 2025, 08:47","","Pull Up (Assisted)",0,"",4,"normal",140,5,,,
"Compound Upper","1 Apr 2025, 08:07","1 Apr 2025, 08:47","","Chest Dip (Assisted)",0,"",0,"normal",60,4,,,
"Compound Upper","1 Apr 2025, 08:07","1 Apr 2025, 08:47","","Chest Dip (Assisted)",0,"",1,"normal",80,5,,,
"Compound Upper","1 Apr 2025, 08:07","1 Apr 2025, 08:47","","Chest Dip (Assisted)",0,"",2,"normal",100,5,,,
"Compound Upper","1 Apr 2025, 08:07","1 Apr 2025, 08:47","","Chest Dip (Assisted)",0,"",3,"normal",120,5,,,
"Compound Upper","1 Apr 2025, 08:07","1 Apr 2025, 08:47","","Chest Dip (Assisted)",0,"",4,"normal",140,5,,,
"Compound Upper","1 Apr 2025, 08:07","1 Apr 2025, 08:47","","Bench Press (Dumbbell)",1,"",0,"normal",100,10,,,
"Compound Upper","1 Apr 2025, 08:07","1 Apr 2025, 08:47","","Bench Press (Dumbbell)",1,"",1,"normal",100,6,,,
"Compound Upper","1 Apr 2025, 08:07","1 Apr 2025, 08:47","","Bench Press (Dumbbell)",1,"",2,"normal",100,6,,,
"Compound Upper","1 Apr 2025, 08:07","1 Apr 2025, 08:47","","Dumbbell Row",1,"",0,"normal",50,10,,,
"Compound Upper","1 Apr 2025, 08:07","1 Apr 2025, 08:47","","Dumbbell Row",1,"",1,"normal",50,10,,,
"Compound Upper","1 Apr 2025, 08:07","1 Apr 2025, 08:47","","Dumbbell Row",1,"",2,"normal",50,10,,,
"Compound Upper","1 Apr 2025, 08:07","1 Apr 2025, 08:47","","Dumbbell Row",1,"",3,"normal",50,10,,,
"Compound Upper","1 Apr 2025, 08:07","1 Apr 2025, 08:47","","Dumbbell Row",1,"",4,"normal",50,10,,,
"Compound Upper","1 Apr 2025, 08:07","1 Apr 2025, 08:47","","Dumbbell Row",1,"",5,"normal",50,10,,,
"Compound Upper","1 Apr 2025, 08:07","1 Apr 2025, 08:47","","Shoulder Press (Dumbbell)",,"",0,"normal",40,10,,,
"Compound Upper","1 Apr 2025, 08:07","1 Apr 2025, 08:47","","Shoulder Press (Dumbbell)",,"",1,"normal",40,10,,,
"Compound Upper","1 Apr 2025, 08:07","1 Apr 2025, 08:47","","Shoulder Press (Dumbbell)",,"",2,"normal",40,10,,,
"Compound Upper","1 Apr 2025, 08:07","1 Apr 2025, 08:47","","Bicep Curl (Cable)",,"",0,"normal",30,10,,,
"Compound Upper","1 Apr 2025, 08:07","1 Apr 2025, 08:47","","Bicep Curl (Cable)",,"",1,"normal",30,10,,,
"Compound Upper","1 Apr 2025, 08:07","1 Apr 2025, 08:47","","Bicep Curl (Cable)",,"",2,"normal",30,10,,,
"Compound Upper","1 Apr 2025, 08:07","1 Apr 2025, 08:47","","Triceps Pushdown",,"",0,"normal",30,10,,,
"Compound Upper","1 Apr 2025, 08:07","1 Apr 2025, 08:47","","Triceps Pushdown",,"",1,"normal",30,10,,,
"Compound Upper","1 Apr 2025, 08:07","1 Apr 2025, 08:47","","Triceps Pushdown",,"",2,"normal",30,10,,,
"Compound Upper","1 Apr 2025, 08:07","1 Apr 2025, 08:47","","Face Pull",,"",0,"normal",30,10,,,
"Compound Upper","1 Apr 2025, 08:07","1 Apr 2025, 08:47","","Face Pull",,"",1,"normal",30,10,,,
"Compound Upper","1 Apr 2025, 08:07","1 Apr 2025, 08:47","","Face Pull",,"",2,"normal",30,10,,,
"Morning workout ☀️","27 Mar 2025, 08:29","27 Mar 2025, 09:25","","Sled Push",,"",0,"normal",,,250,0,
"Morning workout ☀️","27 Mar 2025, 08:29","27 Mar 2025, 09:25","","Sled Push",,"",1,"normal",,,250,0,
"Morning workout ☀️","27 Mar 2025, 08:29","27 Mar 2025, 09:25","","Sled Push",,"",2,"normal",,,250,0,
"Morning workout ☀️","27 Mar 2025, 08:29","27 Mar 2025, 09:25","","Sled Push",,"",3,"normal",,,250,0,
"Morning workout ☀️","27 Mar 2025, 08:29","27 Mar 2025, 09:25","","sled back peddle pull",,"",0,"normal",250,,,,
"Morning workout ☀️","27 Mar 2025, 08:29","27 Mar 2025, 09:25","","sled back peddle pull",,"",1,"normal",250,,,,
"Morning workout ☀️","27 Mar 2025, 08:29","27 Mar 2025, 09:25","","sled back peddle pull",,"",2,"normal",250,,,,
"Morning workout ☀️","27 Mar 2025, 08:29","27 Mar 2025, 09:25","","sled back peddle pull",,"",3,"normal",250,,,,
"Morning workout ☀️","27 Mar 2025, 08:29","27 Mar 2025, 09:25","","Box Jump",,"",0,"normal",,10,,,
"Morning workout ☀️","27 Mar 2025, 08:29","27 Mar 2025, 09:25","","Box Jump",,"",1,"normal",,10,,,
"Morning workout ☀️","27 Mar 2025, 08:29","27 Mar 2025, 09:25","","Box Jump",,"",2,"normal",,10,,,
"Morning workout ☀️","27 Mar 2025, 08:29","27 Mar 2025, 09:25","","Box Jump",,"",3,"normal",,10,,,
"Morning workout ☀️","27 Mar 2025, 08:29","27 Mar 2025, 09:25","","Box Jump",,"",4,"normal",,10,,,
"Morning workout ☀️","27 Mar 2025, 08:29","27 Mar 2025, 09:25","","Box Jump",,"",5,"normal",,10,,,
"Morning workout ☀️","27 Mar 2025, 08:29","27 Mar 2025, 09:25","","Dumbbell Step Up",,"",0,"normal",,10,,,
"Morning workout ☀️","27 Mar 2025, 08:29","27 Mar 2025, 09:25","","Dumbbell Step Up",,"",1,"normal",,10,,,
"Morning workout ☀️","27 Mar 2025, 08:29","27 Mar 2025, 09:25","","Dumbbell Step Up",,"",2,"normal",,10,,,
"Morning workout ☀️","27 Mar 2025, 08:29","27 Mar 2025, 09:25","","Dumbbell Step Up",,"",3,"normal",,10,,,
"Morning workout ☀️","27 Mar 2025, 08:29","27 Mar 2025, 09:25","","Back Extension (Hyperextension)",,"one leg",0,"normal",,10,,,
"Morning workout ☀️","27 Mar 2025, 08:29","27 Mar 2025, 09:25","","Back Extension (Hyperextension)",,"one leg",1,"normal",,10,,,
"Morning workout ☀️","27 Mar 2025, 08:29","27 Mar 2025, 09:25","","Back Extension (Hyperextension)",,"one leg",2,"normal",,10,,,
"Morning workout ☀️","27 Mar 2025, 08:29","27 Mar 2025, 09:25","","Back Extension (Hyperextension)",,"one leg",3,"normal",,10,,,
"Morning workout ☀️","27 Mar 2025, 08:29","27 Mar 2025, 09:25","","Back Extension (Hyperextension)",,"one leg",4,"normal",,10,,,
"Morning workout ☀️","27 Mar 2025, 08:29","27 Mar 2025, 09:25","","Back Extension (Hyperextension)",,"one leg",5,"normal",,10,,,
"Compound Upper","17 Mar 2025, 07:53","17 Mar 2025, 08:34","","Pull Up (Assisted)",,"",0,"normal",60,5,,,
"Compound Upper","17 Mar 2025, 07:53","17 Mar 2025, 08:34","","Pull Up (Assisted)",,"",1,"normal",80,5,,,
"Compound Upper","17 Mar 2025, 07:53","17 Mar 2025, 08:34","","Pull Up (Assisted)",,"",2,"normal",100,5,,,
"Compound Upper","17 Mar 2025, 07:53","17 Mar 2025, 08:34","","Pull Up (Assisted)",,"",3,"normal",100,5,,,
"Compound Upper","17 Mar 2025, 07:53","17 Mar 2025, 08:34","","Pull Up (Assisted)",,"",4,"normal",120,6,,,
"Compound Upper","17 Mar 2025, 07:53","17 Mar 2025, 08:34","","Chest Dip (Assisted)",,"",0,"normal",60,5,,,
"Compound Upper","17 Mar 2025, 07:53","17 Mar 2025, 08:34","","Chest Dip (Assisted)",,"",1,"normal",80,5,,,
"Compound Upper","17 Mar 2025, 07:53","17 Mar 2025, 08:34","","Chest Dip (Assisted)",,"",2,"normal",100,5,,,
"Compound Upper","17 Mar 2025, 07:53","17 Mar 2025, 08:34","","Chest Dip (Assisted)",,"",3,"normal",100,5,,,
"Compound Upper","17 Mar 2025, 07:53","17 Mar 2025, 08:34","","Chest Dip (Assisted)",,"",4,"normal",140,5,,,
"Compound Upper","17 Mar 2025, 07:53","17 Mar 2025, 08:34","","Bench Press (Dumbbell)",,"",0,"normal",100,8,,,
"Compound Upper","17 Mar 2025, 07:53","17 Mar 2025, 08:34","","Bench Press (Dumbbell)",,"",1,"normal",100,8,,,
"Compound Upper","17 Mar 2025, 07:53","17 Mar 2025, 08:34","","Bench Press (Dumbbell)",,"",2,"normal",100,5,,,
"Compound Upper","17 Mar 2025, 07:53","17 Mar 2025, 08:34","","Dumbbell Row",,"",0,"normal",50,10,,,
"Compound Upper","17 Mar 2025, 07:53","17 Mar 2025, 08:34","","Dumbbell Row",,"",1,"normal",50,10,,,
"Compound Upper","17 Mar 2025, 07:53","17 Mar 2025, 08:34","","Dumbbell Row",,"",2,"normal",50,10,,,
"Compound Upper","17 Mar 2025, 07:53","17 Mar 2025, 08:34","","Dumbbell Row",,"",3,"normal",50,10,,,
"Compound Upper","17 Mar 2025, 07:53","17 Mar 2025, 08:34","","Dumbbell Row",,"",4,"normal",50,10,,,
"Compound Upper","17 Mar 2025, 07:53","17 Mar 2025, 08:34","","Dumbbell Row",,"",5,"normal",50,10,,,
"Compound Upper","17 Mar 2025, 07:53","17 Mar 2025, 08:34","","Dumbbell Row",,"",6,"normal",50,10,,,
"Compound Upper","17 Mar 2025, 07:53","17 Mar 2025, 08:34","","Shoulder Press (Dumbbell)",,"",0,"normal",40,10,,,
"Compound Upper","17 Mar 2025, 07:53","17 Mar 2025, 08:34","","Shoulder Press (Dumbbell)",,"",1,"normal",40,10,,,
"Compound Upper","17 Mar 2025, 07:53","17 Mar 2025, 08:34","","Shoulder Press (Dumbbell)",,"",2,"normal",40,10,,,
"Compound Upper","17 Mar 2025, 07:53","17 Mar 2025, 08:34","","Cable Core Palloff Press",,"",0,"normal",20,10,,,
"Compound Upper","17 Mar 2025, 07:53","17 Mar 2025, 08:34","","Cable Core Palloff Press",,"",1,"normal",20,10,,,
"Compound Upper","17 Mar 2025, 07:53","17 Mar 2025, 08:34","","Cable Core Palloff Press",,"",2,"normal",20,10,,,
"Compound Upper","17 Mar 2025, 07:53","17 Mar 2025, 08:34","","Cable Core Palloff Press",,"",3,"normal",20,10,,,
"Compound Upper","17 Mar 2025, 07:53","17 Mar 2025, 08:34","","Cable Core Palloff Press",,"",4,"normal",20,20,,,
"Compound Upper","17 Mar 2025, 07:53","17 Mar 2025, 08:34","","Cable Core Palloff Press",,"",5,"normal",20,20,,,
"Compound Upper","17 Mar 2025, 07:53","17 Mar 2025, 08:34","","Plank",,"",0,"normal",,,,92,
"Morning workout ☀️","4 Mar 2025, 05:48","4 Mar 2025, 06:45","","Sled Push",,"",0,"normal",,,315,0,
"Morning workout ☀️","4 Mar 2025, 05:48","4 Mar 2025, 06:45","","Sled Push",,"",1,"normal",,,315,0,
"Morning workout ☀️","4 Mar 2025, 05:48","4 Mar 2025, 06:45","","Sled Push",,"",2,"normal",,,315,0,
"Morning workout ☀️","4 Mar 2025, 05:48","4 Mar 2025, 06:45","","Sled Push",,"",3,"normal",,,315,0,
"Morning workout ☀️","4 Mar 2025, 05:48","4 Mar 2025, 06:45","","sled back peddle pull",,"",0,"normal",315,,,,
"Morning workout ☀️","4 Mar 2025, 05:48","4 Mar 2025, 06:45","","sled back peddle pull",,"",1,"normal",315,,,,
"Morning workout ☀️","4 Mar 2025, 05:48","4 Mar 2025, 06:45","","sled back peddle pull",,"",2,"normal",315,,,,
"Morning workout ☀️","4 Mar 2025, 05:48","4 Mar 2025, 06:45","","sled back peddle pull",,"",3,"normal",315,,,,
"Morning workout ☀️","4 Mar 2025, 05:48","4 Mar 2025, 06:45","","Nordic Hamstrings Curls",,"",0,"normal",,10,,,
"Morning workout ☀️","4 Mar 2025, 05:48","4 Mar 2025, 06:45","","Nordic Hamstrings Curls",,"",1,"normal",,10,,,
"Morning workout ☀️","4 Mar 2025, 05:48","4 Mar 2025, 06:45","","Nordic Hamstrings Curls",,"",2,"normal",,10,,,
"Morning workout ☀️","4 Mar 2025, 05:48","4 Mar 2025, 06:45","","Nordic Hamstrings Curls",,"",3,"normal",,10,,,
"Morning workout ☀️","4 Mar 2025, 05:48","4 Mar 2025, 06:45","","Bulgarian Split Squat",,"",0,"normal",70,10,,,
"Morning workout ☀️","4 Mar 2025, 05:48","4 Mar 2025, 06:45","","Bulgarian Split Squat",,"",1,"normal",70,10,,,
"Morning workout ☀️","4 Mar 2025, 05:48","4 Mar 2025, 06:45","","Bulgarian Split Squat",,"",2,"normal",70,10,,,
"Morning workout ☀️","4 Mar 2025, 05:48","4 Mar 2025, 06:45","","Bulgarian Split Squat",,"",3,"normal",70,10,,,
"Morning workout ☀️","4 Mar 2025, 05:48","4 Mar 2025, 06:45","","single leg box jump",,"",0,"normal",,10,,,
"Morning workout ☀️","4 Mar 2025, 05:48","4 Mar 2025, 06:45","","single leg box jump",,"",1,"normal",,10,,,
"Morning workout ☀️","4 Mar 2025, 05:48","4 Mar 2025, 06:45","","single leg box jump",,"",2,"normal",,10,,,
"Morning workout ☀️","4 Mar 2025, 05:48","4 Mar 2025, 06:45","","single leg box jump",,"",3,"normal",,10,,,
"Morning workout ☀️","4 Mar 2025, 05:48","4 Mar 2025, 06:45","","Hip flexor Lift",,"hip flex step over",0,"normal",,10,,,
"Morning workout ☀️","4 Mar 2025, 05:48","4 Mar 2025, 06:45","","Hip flexor Lift",,"hip flex step over",1,"normal",,10,,,
"Morning workout ☀️","4 Mar 2025, 05:48","4 Mar 2025, 06:45","","Hip flexor Lift",,"hip flex step over",2,"normal",,10,,,
"Morning workout ☀️","4 Mar 2025, 05:48","4 Mar 2025, 06:45","","Hip flexor Lift",,"hip flex step over",3,"normal",,10,,,
"Morning workout ☀️","4 Mar 2025, 05:48","4 Mar 2025, 06:45","","Hip flexor Lift",,"hip flex step over",4,"normal",,10,,,
"Morning workout ☀️","4 Mar 2025, 05:48","4 Mar 2025, 06:45","","Hip flexor Lift",,"hip flex step over",5,"normal",,10,,,
"Compound Upper","3 Mar 2025, 06:08","3 Mar 2025, 07:00","","Bench Press (Dumbbell)",,"",0,"normal",90,10,,,
"Compound Upper","3 Mar 2025, 06:08","3 Mar 2025, 07:00","","Bench Press (Dumbbell)",,"",1,"normal",90,10,,,
"Compound Upper","3 Mar 2025, 06:08","3 Mar 2025, 07:00","","Bench Press (Dumbbell)",,"",2,"normal",90,7,,,
"Compound Upper","3 Mar 2025, 06:08","3 Mar 2025, 07:00","","Dumbbell Row",,"",0,"normal",45,10,,,
"Compound Upper","3 Mar 2025, 06:08","3 Mar 2025, 07:00","","Dumbbell Row",,"",1,"normal",45,10,,,
"Compound Upper","3 Mar 2025, 06:08","3 Mar 2025, 07:00","","Dumbbell Row",,"",2,"normal",45,10,,,
"Compound Upper","3 Mar 2025, 06:08","3 Mar 2025, 07:00","","Dumbbell Row",,"",3,"normal",45,10,,,
"Compound Upper","3 Mar 2025, 06:08","3 Mar 2025, 07:00","","Dumbbell Row",,"",4,"normal",45,10,,,
"Compound Upper","3 Mar 2025, 06:08","3 Mar 2025, 07:00","","Dumbbell Row",,"",5,"normal",45,10,,,
"Compound Upper","3 Mar 2025, 06:08","3 Mar 2025, 07:00","","Dumbbell Row",,"",6,"normal",45,10,,,
"Compound Upper","3 Mar 2025, 06:08","3 Mar 2025, 07:00","","Shoulder Press (Dumbbell)",,"",0,"normal",40,10,,,
"Compound Upper","3 Mar 2025, 06:08","3 Mar 2025, 07:00","","Shoulder Press (Dumbbell)",,"",1,"normal",40,10,,,
"Compound Upper","3 Mar 2025, 06:08","3 Mar 2025, 07:00","","Shoulder Press (Dumbbell)",,"",2,"normal",40,10,,,
"Compound Upper","3 Mar 2025, 06:08","3 Mar 2025, 07:00","","Pull Up (Assisted)",,"",0,"normal",60,4,,,
"Compound Upper","3 Mar 2025, 06:08","3 Mar 2025, 07:00","","Pull Up (Assisted)",,"",1,"normal",80,4,,,
"Compound Upper","3 Mar 2025, 06:08","3 Mar 2025, 07:00","","Pull Up (Assisted)",,"",2,"normal",100,4,,,
"Compound Upper","3 Mar 2025, 06:08","3 Mar 2025, 07:00","","Pull Up (Assisted)",,"",3,"normal",100,4,,,
"Compound Upper","3 Mar 2025, 06:08","3 Mar 2025, 07:00","","Pull Up (Assisted)",,"",4,"normal",120,4,,,
"Compound Upper","3 Mar 2025, 06:08","3 Mar 2025, 07:00","","Chest Dip (Assisted)",,"",0,"normal",60,5,,,
"Compound Upper","3 Mar 2025, 06:08","3 Mar 2025, 07:00","","Chest Dip (Assisted)",,"",1,"normal",80,5,,,
"Compound Upper","3 Mar 2025, 06:08","3 Mar 2025, 07:00","","Cable Core Palloff Press",,"",0,"normal",20,10,,,
"Compound Upper","3 Mar 2025, 06:08","3 Mar 2025, 07:00","","Cable Core Palloff Press",,"",1,"normal",20,10,,,
"Compound Upper","3 Mar 2025, 06:08","3 Mar 2025, 07:00","","Cable Core Palloff Press",,"",2,"normal",20,10,,,
"Compound Upper","3 Mar 2025, 06:08","3 Mar 2025, 07:00","","Cable Core Palloff Press",,"",3,"normal",20,10,,,
"Compound Upper","3 Mar 2025, 06:08","3 Mar 2025, 07:00","","Cable Core Palloff Press",,"",4,"normal",20,20,,,
"Compound Upper","3 Mar 2025, 06:08","3 Mar 2025, 07:00","","Cable Core Palloff Press",,"",5,"normal",20,20,,,
"Compound Upper","3 Mar 2025, 06:08","3 Mar 2025, 07:00","","Back Extension (Hyperextension)",,"",0,"normal",,10,,,
"Compound Upper","3 Mar 2025, 06:08","3 Mar 2025, 07:00","","Back Extension (Hyperextension)",,"",1,"normal",,10,,,
"Compound Upper","3 Mar 2025, 06:08","3 Mar 2025, 07:00","","Back Extension (Hyperextension)",,"",2,"normal",,10,,,
"Compound Upper","3 Mar 2025, 06:08","3 Mar 2025, 07:00","","Plank",,"",0,"normal",,,,92,
"Compound Upper","3 Mar 2025, 06:08","3 Mar 2025, 07:00","","Plank",,"",1,"normal",,,,22,
